Radius,Gravity,Pressure,Mass,Density,T_M2_min,T_M2_avg,T_M2_max,rho_new
20300.0,-0.03932333091148415,5.644837620757235,2.4279327323185213e+17,7000.0,1684.140625,1834.140625,1984.140625,6982.511977147688
20400.0,-0.03951866085882524,5.644810026636834,2.4640915006830246e+17,7000.0,1684.0625,1834.0625,1984.0625,6982.55451990492
20500.0,-0.03971399260310976,5.644782295956048,2.5006076130016448e+17,7000.0,1683.984375,1833.984375,1983.984375,6982.597056687636
20600.0,-0.03990932614370248,5.644754428711984,2.5374828285125907e+17,7000.0,1683.90625,1833.90625,1983.90625,6982.639587495708
20700.0,-0.04010466147997458,5.64472642490175,2.574718906485221e+17,7000.0,1683.828125,1833.828125,1983.828125,6982.68211232901
20800.0,-0.04029999861130358,5.644698284522455,2.612317606220036e+17,7000.0,1683.75,1833.75,1983.75,6982.724631187416
20900.0,-0.040495337537073135,5.644670007571211,2.6502806870486672e+17,7000.0,1683.671875,1833.671875,1983.671875,6982.767144070798
21000.0,-0.0406906782566729,5.644641594045127,2.68860990833387e+17,7000.0,1683.59375,1833.59375,1983.59375,6982.809650979034
21100.0,-0.04088602076949838,5.644613043941316,2.7273070294695136e+17,7000.0,1683.515625,1833.515625,1983.515625,6982.852151911991
21200.0,-0.041081365074950825,5.644584357256888,2.7663738098805715e+17,7000.0,1683.4375,1833.4375,1983.4375,6982.894646869548
