Radius,Gravity,Pressure,Mass,Density,T_M2_min,T_M2_avg,T_M2_max,rho_new
7800.0,-0.014921716978847258,5.64810884131623,1.3601984642480368e+16,7000.0,1693.90625,1843.90625,1993.90625,6977.186343047144
7900.0,-0.015116810442750086,5.648098293970454,1.4135417043465726e+16,7000.0,1693.828125,1843.828125,1993.828125,6977.229631600766
8000.0,-0.015311906113678855,5.648087610435675,1.4682618271211166e+16,7000.0,1693.75,1843.75,1993.75,6977.27291419612
8100.0,-0.015507003976685344,5.648076790708683,1.5243763854042004e+16,7000.0,1693.671875,1843.671875,1993.671875,6977.316190833064
8200.0,-0.01570210401753587,5.64806583478628,1.5819029323511258e+16,7000.0,1693.59375,1843.59375,1993.59375,6977.359461511458
8300.0,-0.01589720622266825,5.648054742665275,1.6408590214398752e+16,7000.0,1693.515625,1843.515625,1993.515625,6977.402726231165
8400.0,-0.016092310579151836,5.648043514342491,1.7012622064710214e+16,7000.0,1693.4375,1843.4375,1993.4375,6977.445984992042
8500.0,-0.01628741707465036,5.648032149814757,1.763130041567638e+16,7000.0,1693.359375,1843.359375,1993.359375,6977.489237793954
8600.0,-0.016482525697387364,5.648020649078908,1.826480081175209e+16,7000.0,1693.28125,1843.28125,1993.28125,6977.53248463676
8700.0,-0.016677636436114054,5.648009012131792,1.8913298800615388e+16,7000.0,1693.203125,1843.203125,1993.203125,6977.575725520324
8800.0,-0.016872749280079292,5.647997238970262,1.957696993316663e+16,7000.0,1693.125,1843.125,1993.125,6977.618960444508
8900.0,-0.017067864219001652,5.64798532959118,2.0255989763527576e+16,7000.0,1693.046875,1843.046875,1993.046875,6977.662189409173
9000.0,-0.017262981243043322,5.647973283991415,2.095053384904049e+16,7000.0,1692.96875,1842.96875,1992.96875,6977.705412414183
9100.0,-0.017458100342785728,5.647961102167841,2.166077775026724e+16,7000.0,1692.890625,1842.890625,1992.890625,6977.748629459402
9200.0,-0.017653221509206757,5.64794878411734,2.2386897030988416e+16,7000.0,1692.8125,1842.8125,1992.8125,6977.791840544693
9300.0,-0.017848344733659413,5.647936329836802,2.31290672582024e+16,7000.0,1692.734375,1842.734375,1992.734375,6977.835045669919
9400.0,-0.018043470007851906,5.647923739323118,2.3887464002124484e+16,7000.0,1692.65625,1842.65625,1992.65625,6977.878244834945
9500.0,-0.01823859732382892,5.647911012573192,2.4662262836185972e+16,7000.0,1692.578125,1842.578125,1992.578125,6977.921438039636
9600.0,-0.01843372667395412,5.647898149583927,2.545363933703327e+16,7000.0,1692.5,1842.5,1992.5,6977.964625283856
9700.0,-0.01862885805089367,5.647885150352237,2.6261769084527e+16,7000.0,1692.421875,1842.421875,1992.421875,6978.007806567469
9800.0,-0.01882399144760084,5.647872014875036,2.7086827661741076e+16,7000.0,1692.34375,1842.34375,1992.34375,6978.050981890342
9900.0,-0.019019126857301474,5.647858743149248,2.792899065496183e+16,7000.0,1692.265625,1842.265625,1992.265625,6978.094151252338
10000.0,-0.019214264273480382,5.647845335171798,2.8788433653687104e+16,7000.0,1692.1875,1842.1875,1992.1875,6978.137314653324
10100.0,-0.019409403689868508,5.647831790939617,2.9665332250625332e+16,7000.0,1692.109375,1842.109375,1992.109375,6978.180472093167
10200.0,-0.019604545100430863,5.647818110449642,3.0559862041694664e+16,7000.0,1692.03125,1842.03125,1992.03125,6978.22362357173
10300.0,-0.019799688499355168,5.647804293698813,3.1472198626022056e+16,7000.0,1691.953125,1841.953125,1991.953125,6978.266769088882
10400.0,-0.019994833881041157,5.6477903406840735,3.2402517605942372e+16,7000.0,1691.875,1841.875,1991.875,6978.309908644487
10500.0,-0.02018998124009045,5.647776251402372,3.3350994586997476e+16,7000.0,1691.796875,1841.796875,1991.796875,6978.353042238413
10600.0,-0.020385130571297063,5.647762025850662,3.4317805177935336e+16,7000.0,1691.71875,1841.71875,1991.71875,6978.396169870525
10700.0,-0.020580281869638388,5.647747664025899,3.5303124990709132e+16,7000.0,1691.640625,1841.640625,1991.640625,6978.439291540692
10800.0,-0.020775435130266737,5.647733165925043,3.6307129640476344e+16,7000.0,1691.5625,1841.5625,1991.5625,6978.482407248779
10900.0,-0.020970590348501284,5.647718531545057,3.732999474559786e+16,7000.0,1691.484375,1841.484375,1991.484375,6978.525516994654
11000.0,-0.021165747519820494,5.6477037608829095,3.837189592763706e+16,7000.0,1691.40625,1841.40625,1991.40625,6978.568620778186
11100.0,-0.021360906639854953,5.64768885393557,3.943300881135893e+16,7000.0,1691.328125,1841.328125,1991.328125,6978.61171859924
11200.0,-0.021556067704380573,5.647673810700012,4.0513509024729176e+16,7000.0,1691.25,1841.25,1991.25,6978.654810457684
11300.0,-0.021751230709312157,5.647658631173213,4.161357219891329e+16,7000.0,1691.171875,1841.171875,1991.171875,6978.697896353387
11400.0,-0.021946395650697312,5.647643315352152,4.273337396827566e+16,7000.0,1691.09375,1841.09375,1991.09375,6978.740976286215
11500.0,-0.022141562524710667,5.647627863233812,4.38730899703787e+16,7000.0,1691.015625,1841.015625,1991.015625,6978.7840502560375
11600.0,-0.022336731327648403,5.64761227481518,4.5032895845981896e+16,7000.0,1690.9375,1840.9375,1990.9375,6978.827118262723
11700.0,-0.022531902055923075,5.647596550093244,4.621296723904094e+16,7000.0,1690.859375,1840.859375,1990.859375,6978.870180306138
11800.0,-0.022727074706058635,5.647580689064995,4.741347979670684e+16,7000.0,1690.78125,1840.78125,1990.78125,6978.913236386153
11900.0,-0.022922249274685804,5.647564691727427,4.863460916932498e+16,7000.0,1690.703125,1840.703125,1990.703125,6978.956286502634
12000.0,-0.023117425758537587,5.6475485580775375,4.987653101043425e+16,7000.0,1690.625,1840.625,1990.625,6978.999330655451
12100.0,-0.023312604154445065,5.647532288112326,5.1139420976766136e+16,7000.0,1690.546875,1840.546875,1990.546875,6979.042368844473
12200.0,-0.02350778445933336,5.6475158818287925,5.242345472824382e+16,7000.0,1690.46875,1840.46875,1990.46875,6979.085401069568
12300.0,-0.023702966670217825,5.647499339223943,5.372880792798128e+16,7000.0,1690.390625,1840.390625,1990.390625,6979.1284273306055
12400.0,-0.023898150784200396,5.6474826602947825,5.505565624228238e+16,7000.0,1690.3125,1840.3125,1990.3125,6979.171447627456
12500.0,-0.024093336798466144,5.647465845038321,5.640417534063999e+16,7000.0,1690.234375,1840.234375,1990.234375,6979.214461959985
12600.0,-0.024288524710279952,5.647448893451568,5.7774540895735064e+16,7000.0,1690.15625,1840.15625,1990.15625,6979.257470328065
12700.0,-0.02448371451698339,5.647431805531537,5.9166928583435736e+16,7000.0,1690.078125,1840.078125,1990.078125,6979.300472731564
12800.0,-0.024678906215991718,5.647414581275244,6.058151408279645e+16,7000.0,1690.0,1840.0,1990.0,6979.3434691703505
12900.0,-0.02487409980479102,5.647397220679707,6.201847307605702e+16,7000.0,1689.921875,1839.921875,1989.921875,6979.386459644295
13000.0,-0.025069295280935485,5.6473797237419445,6.347798124864177e+16,7000.0,1689.84375,1839.84375,1989.84375,6979.429444153268
13100.0,-0.02526449264204482,5.647362090458977,6.4960214289158584e+16,7000.0,1689.765625,1839.765625,1989.765625,6979.472422697139
13200.0,-0.02545969188580173,5.64734432082783,6.646534788939805e+16,7000.0,1689.6875,1839.6875,1989.6875,6979.5153952757755
13300.0,-0.0256548930099496,5.647326414845527,6.799355774433253e+16,7000.0,1689.609375,1839.609375,1989.609375,6979.5583618890505
13400.0,-0.0258500960122902,5.647308372509096,6.954501955211526e+16,7000.0,1689.53125,1839.53125,1989.53125,6979.6013225368315
13500.0,-0.026045300890681522,5.647290193815565,7.1119909014079496e+16,7000.0,1689.453125,1839.453125,1989.453125,6979.64427721899
13600.0,-0.02624050764303571,5.647271878761965,7.271840183473752e+16,7000.0,1689.375,1839.375,1989.375,6979.687225935395
13700.0,-0.026435716267317125,5.647253427345329,7.434067372177984e+16,7000.0,1689.296875,1839.296875,1989.296875,6979.730168685916
13800.0,-0.026630926761540382,5.647234839562691,7.59869003860742e+16,7000.0,1689.21875,1839.21875,1989.21875,6979.773105470426
13900.0,-0.026826139123768605,5.647216115411086,7.765725754166478e+16,7000.0,1689.140625,1839.140625,1989.140625,6979.816036288794
14000.0,-0.027021353352111654,5.647197254887552,7.935192090577117e+16,7000.0,1689.0625,1839.0625,1989.0625,6979.858961140889
14100.0,-0.027216569444724496,5.647178257989129,8.107106619878755e+16,7000.0,1688.984375,1838.984375,1988.984375,6979.901880026584
14200.0,-0.027411787399805595,5.647159124712856,8.281486914428181e+16,7000.0,1688.90625,1838.90625,1988.90625,6979.9447929457465
14300.0,-0.0276070072155954,5.6471398550557765,8.458350546899456e+16,7000.0,1688.828125,1838.828125,1988.828125,6979.987699898249
14400.0,-0.027802228890374887,5.647120449014934,8.63771509028383e+16,7000.0,1688.75,1838.75,1988.75,6980.0306008839625
14500.0,-0.027997452422464156,5.647100906587373,8.819598117889651e+16,7000.0,1688.671875,1838.671875,1988.671875,6980.073495902756
14600.0,-0.02819267781022111,5.6470812277701405,9.00401720334227e+16,7000.0,1688.59375,1838.59375,1988.59375,6980.116384954502
14700.0,-0.028387905052040134,5.647061412560285,9.19098992058396e+16,7000.0,1688.515625,1838.515625,1988.515625,6980.15926803907
14800.0,-0.028583134146350893,5.647041460954857,9.380533843873814e+16,7000.0,1688.4375,1838.4375,1988.4375,6980.202145156333
14900.0,-0.028778365091617138,5.647021372950906,9.572666547787666e+16,7000.0,1688.359375,1838.359375,1988.359375,6980.245016306161
15000.0,-0.028973597886335568,5.647001148545485,9.76740560721799e+16,7000.0,1688.28125,1838.28125,1988.28125,6980.287881488424
15100.0,-0.029168832529034742,5.6469807877356475,9.964768597373824e+16,7000.0,1688.203125,1838.203125,1988.203125,6980.330740702993
15200.0,-0.029364069018274014,5.646960290518448,1.0164773093780664e+17,7000.0,1688.125,1838.125,1988.125,6980.373593949741
15300.0,-0.02955930735264256,5.646939656890946,1.0367436672280386e+17,7000.0,1688.046875,1838.046875,1988.046875,6980.416441228537
15400.0,-0.02975454753075838,5.6469188868501945,1.0572776909031147e+17,7000.0,1687.96875,1837.96875,1987.96875,6980.459282539255
15500.0,-0.029949789551267387,5.6468979803932555,1.0780811380507304e+17,7000.0,1687.890625,1837.890625,1987.890625,6980.502117881763
15600.0,-0.03014503341284248,5.646876937517188,1.0991557663499314e+17,7000.0,1687.8125,1837.8125,1987.8125,6980.544947255935
15700.0,-0.03034027911418274,5.646855758219054,1.1205033335113651e+17,7000.0,1687.734375,1837.734375,1987.734375,6980.587770661643
15800.0,-0.03053552665401255,5.646834442495916,1.1421255972772715e+17,7000.0,1687.65625,1837.65625,1987.65625,6980.630588098756
15900.0,-0.030730776031080813,5.646812990344836,1.1640243154214736e+17,7000.0,1687.578125,1837.578125,1987.578125,6980.673399567146
16000.0,-0.03092602724416021,5.646791401762882,1.1862012457493691e+17,7000.0,1687.5,1837.5,1987.5,6980.716205066685
16100.0,-0.031121280292046423,5.646769676747119,1.208658146097921e+17,7000.0,1687.421875,1837.421875,1987.421875,6980.759004597245
16200.0,-0.03131653517355746,5.646747815294614,1.2313967743356486e+17,7000.0,1687.34375,1837.34375,1987.34375,6980.801798158698
