,Radius,Mass,Gravity,Pressure,Density
1149,1149000.0,2.141818845297044e+22,-1.0828003856356765,2.5953242113883856,3308
1150,1150000.0,2.1473068619720628e+22,-1.0836877269459462,2.5917393723876487,3308
1151,1151000.0,2.1528044354875444e+22,-1.0845751659135612,2.5881515977388068,3308
1152,1152000.0,2.1583115741574e+22,-1.0854627021995815,2.5845608871199306,3308
1153,1153000.0,2.1638282862955394e+22,-1.0863503354665356,2.5809672402102075,3308
1154,1154000.0,2.1693545802158746e+22,-1.0872380653784148,2.5773706566899355,3308
1155,1155000.0,2.1748904642323155e+22,-1.0881258916006629,2.5737711362405205,3308
1156,1156000.0,2.1804359466587735e+22,-1.0890138138001708,2.5701686785444693,3308
1157,1157000.0,2.185991035809159e+22,-1.0899018316452682,2.566563283285387,3308
1158,1158000.0,2.1915557399973826e+22,-1.0907899448057166,2.5629549501479696,3308
1159,1159000.0,2.1971300675373557e+22,-1.091678152952701,2.5593436788180024,3308
1160,1160000.0,2.2027140267429887e+22,-1.0925664557588235,2.5557294689823524,3308
1161,1161000.0,2.2083076259281927e+22,-1.0934548528980952,2.5521123203289653,3308
1162,1162000.0,2.213910873406878e+22,-1.09434334404593,2.5484922325468613,3308
1163,1163000.0,2.2195237774929563e+22,-1.0952319288791357,2.544869205326129,3308
1164,1164000.0,2.2251463465003374e+22,-1.0961206070759084,2.541243238357922,3308
1165,1165000.0,2.2307785887429324e+22,-1.0970093783158248,2.5376143313344532,3308
1166,1166000.0,2.2364205125346525e+22,-1.0978982422798347,2.5339824839489915,3308
1167,1167000.0,2.242072126189408e+22,-1.0987871986502544,2.5303476958958564,3308
1168,1168000.0,2.24773343802111e+22,-1.0996762471107597,2.526709966870414,3308
1169,1169000.0,2.253404456343669e+22,-1.1005653873463788,2.523069296569072,3308
1170,1170000.0,2.259085189470996e+22,-1.101454619043485,2.5194256846892755,3308
1171,1171000.0,2.2647756457170023e+22,-1.102343941889791,2.5157791309295043,3308
1172,1172000.0,2.270475833395598e+22,-1.1032333555743397,2.5121296349892646,3308
1173,1173000.0,2.2761857608206938e+22,-1.1041228597875001,2.5084771965690873,3308
1174,1174000.0,2.281905436306201e+22,-1.1050124542209598,2.5048218153705246,3308
1175,1175000.0,2.2876348681660303e+22,-1.1059021385677164,2.5011634910961424,3308
1176,1176000.0,2.293374064714092e+22,-1.106791912522073,2.497502223449519,3308
1177,1177000.0,2.299123034264298e+22,-1.107681775779631,2.49383801213524,3308
1178,1178000.0,2.304881785130558e+22,-1.1085717280372824,2.4901708568588927,3308
1179,1179000.0,2.310650325626783e+22,-1.109461768993205,2.4865007573270637,3308
1180,1180000.0,2.316428664066884e+22,-1.1103518983468545,2.482827713247332,3308
1181,1181000.0,2.322216808764772e+22,-1.1112421157989587,2.479151724328269,3308
1182,1182000.0,2.3280147680343573e+22,-1.1121324210515107,2.4754727902794302,3308
1183,1183000.0,2.333822550189551e+22,-1.1130228138077627,2.4717909108113543,3308
1184,1184000.0,2.3396401635442643e+22,-1.1139132937722191,2.4681060856355557,3308
1185,1185000.0,2.3454676164124074e+22,-1.1148038606506314,2.4644183144645235,3308
1186,1186000.0,2.351304917107891e+22,-1.11569451414999,2.460727597011715,3308
1187,1187000.0,2.3571520739446264e+22,-1.1165852539785204,2.457033932991554,3308
1188,1188000.0,2.3630090952365243e+22,-1.1174760798456742,2.4533373221194243,3308
